"x","y","t"
19.1362442726037,-19.9292227280093,2022-09-20 05:58:27
16.7876646177378,-17.8915596499108,2022-09-20 07:09:14
15.5246380539611,-18.5997560215648,2022-09-20 08:14:15
16.780216374062,-17.3665812359191,2022-09-20 09:00:32
17.2929063682444,-16.2078198063886,2022-09-20 10:05:51
17.1659577772953,-19.1481476515764,2022-09-20 11:01:41
16.991183043737,-19.8522085943958,2022-09-20 11:55:17
17.0508562564617,-19.7708758375142,2022-09-20 12:58:36
15.6044631428551,-16.8803174719913,2022-09-20 14:03:08
15.6990114734741,-16.7927274963819,2022-09-20 15:10:35
15.7260807703016,-17.0921339862281,2022-09-20 16:03:18
15.4578362761764,-17.3575924313627,2022-09-20 17:03:10
15.663158362871,-16.8050903338706,2022-09-20 17:55:52
17.5714458059752,-16.1386929170461,2022-09-20 19:01:53
16.0351567541016,-15.700595391728,2022-09-20 20:08:21
16.1367190273711,-16.6291106468299,2022-09-20 21:02:53
17.8909247192787,-16.8571745429654,2022-09-20 22:00:57
18.0799121064367,-16.9886327258311,2022-09-20 23:03:15
18.4587198723806,-19.9270816762233,2022-09-21 00:06:45
19.7309345118469,-19.2052299965871,2022-09-21 01:04:38
19.6519992045592,-16.5589914037148,2022-09-21 02:03:43
18.4652852053987,-15.5457356581464,2022-09-21 02:58:31
18.7187703547068,-19.0848529669456,2022-09-21 04:05:33
17.3545121731237,-19.1129403478233,2022-09-21 05:06:40
15.9261168977013,-18.7090458755847,2022-09-21 06:15:33
17.2881318550324,-18.0883042393252,2022-09-21 07:10:38
17.982420189376,-18.2161540459609,2022-09-21 08:07:51
18.6138626404572,-19.4733829763019,2022-09-21 08:55:16
18.6690494699869,-19.62889787897,2022-09-21 10:07:33
16.8840785286156,-18.889859936852,2022-09-21 11:05:26
16.4819016962312,-16.7345972858602,2022-09-21 12:07:51
